Title,Author,ISBN,Genre,Description,CoverUrl,RentalPrice,Copies
"Bear Cookin'","Stanley Hunter",1560234253,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/1886469-L.jpg,7.99,2
"Blood, Bones & Butter","Gabrielle Hamilton",9781400068,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/6713609-L.jpg,2.99,2
"Recetas Para El Alma","Diana Kennedy",0385278594,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/697469-L.jpg,3.99,3
"Tasty Bible Stories","Tami Lehman-Wilzig",9781580130,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/839190-L.jpg,4.99,3
"Food in history","Reay Tannahill",0517571862,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/6886423-L.jpg,7.99,2
"The Silver Palate cookbook","Julee Rosso",9780894802,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/693042-L.jpg,3.99,5
"Peter Hunt's Cape Cod Cookbook","Peter Hunt",0517031590,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/14923984-L.jpg,1.99,2
"Craig Claiborne's Favorites From The New York Times","Craig Claiborne",0812905849,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/7388461-L.jpg,2.99,1
"The bartender's best friend","Mardee Haidin Regan",9780470447,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/302236-L.jpg,1.99,2
"Will Write for Food","Dianne Jacob",9781569243,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/813081-L.jpg,3.99,3
"European Gastronomy into the 21st Century","Cailein Gillespie",0750652675,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/1400849-L.jpg,7.99,2
"Too many cooks","Edie Stoltz Zolkower",1580130631,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/1938454-L.jpg,5.99,1
"My kid's allergic to everything dessert cookbook","Mary Harris",1556523033,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/1875257-L.jpg,4.99,2
"Healthy Family, Happy Family","Karen Fischer",9781877568,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/12936226-L.jpg,2.99,3
"Complete diabetic cookbook","Mary Jane Finsand",1579123406,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/4404620-L.jpg,2.99,2
"The essence of Japanese cuisine","Michael Ashkenazi",0812235665,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/1537760-L.jpg,9.99,3
"The New York Times International Cook Book","Craig Claiborne",0060163984,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/12133430-L.jpg,5.99,1
"Julie and Julia","Julie Powell",9780316013,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/6295872-L.jpg,3.99,2
"Basic flavorings","Clare Gordon-Smith",0762400188,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/4828698-L.jpg,9.99,16
"Good things","Jane Grigson",9780803259,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/8112237-L.jpg,9.99,1
"How to Cook Everything - The Basics","Mark Bittman",9780764567,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/11355783-L.jpg,5.99,1
"Salt, Fat, Acid, Heat","Samin Nosrat",9781476753,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/8315567-L.jpg,3.99,1
"Is There a Nutmeg in the House?","Elizabeth David",0754024466,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/100933-L.jpg,5.99,2
"Consuming Passions","Philippa Pullar",0241019451,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/108978-L.jpg,3.99,3
"Cheaper and Better","Nancy Birnes",0060960833,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/8357501-L.jpg,3.99,4
"Theory & practice of good cooking","James Beard",0394484932,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/7961129-L.jpg,5.99,2
"English Bread and Yeast Cookery (Cookery Library)","Elizabeth David",0670296538,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/101219-L.jpg,4.99,3
"Just a matter of thyme","Roxie Kelley",0965311724,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/11307565-L.jpg,9.99,3
"Food fundamentals","Margaret McWilliams",0471587362,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/4511141-L.jpg,9.99,4
"Bananas (Food)","Louise Spilsbury",1588106152,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/4803218-L.jpg,5.99,1
"Traité de pâtisserie artisanale","Roland Bilheux",0442205651,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/5414887-L.jpg,2.99,1
"Sweet & Hard Cider","Annie Proulx",0882662422,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/680140-L.jpg,7.99,1
"LA Naranja/Oranges","Louise Spilsbury",0431127778,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/4803294-L.jpg,1.99,3
"Through the Kitchen Window","Arlene Voski Avakian",9781845203,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/4697877-L.jpg,7.99,2
"Nanny Ogg's Cookbook","Terry Pratchett",0552146730,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/366543-L.jpg,7.99,2
"The food of love","Anthony Capella",9780670033,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/400453-L.jpg,1.99,2
"Cooking craft","S. Elizabeth Nash",0273408518,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/13404590-L.jpg,4.99,3
"Bread","Jeffrey Hamelman",0471168572,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/301514-L.jpg,1.99,1
"Food and cooking in Viking times","Clive Gifford",9781615323,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/10655354-L.jpg,2.99,1
"The sharper your knife, the less you cry","Kathleen Flinn",9780143114,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/1119768-L.jpg,3.99,3
"Barbara Pym Cookbook","Hilary Pym",9781480408,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/13759632-L.jpg,1.99,2
"Mean Soup","Betsy Everitt",9780152531,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/114410-L.jpg,3.99,1
"Introductory foods","Marion Bennion",0023081910,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/3872004-L.jpg,4.99,2
"Comfort Food","Kate Jacobs",9780340953,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/10415786-L.jpg,3.99,4
"The Debt to Pleasure","John Lanchester",0330344544,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/181639-L.jpg,4.99,1
"Cowgirl Cuisine","Paula Disbrowe",0060789395,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/36225-L.jpg,4.99,1
"The Kitchen Shrink","Natalie Savona",9781904292,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/2994749-L.jpg,2.99,1
"Special events","Joe Jeff Goldblatt",0442022077,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/304308-L.jpg,7.99,2
"Food","John Coveney",9780415524,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/13220001-L.jpg,1.99,3
"Roast figs, sugar snow","Diana Henry",9781845339,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/12189146-L.jpg,4.99,3
"How I Pack My Lunch","Jennifer Boothroyd",9781467736,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/9001241-L.jpg,1.99,2
"Tapas","Penelope Casas",1851457976,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/4150246-L.jpg,3.99,7
"Perfection salad","Laura Shapiro",0374230757,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/656183-L.jpg,3.99,1
"Food","T. P. Coultate",9780854041,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/2667049-L.jpg,2.99,3
"The blue grass cook book","Minnie C. Fox",9780813149,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/1539279-L.jpg,4.99,2
"The new food lover's companion","Sharon Tyler Herbst",9780764135,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/601740-L.jpg,5.99,1
"Jerusalem","Yotam Ottolenghi",9780091943,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/7265262-L.jpg,5.99,3
"One pot wonders","Conrad Gallagher",0809294451,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/6873403-L.jpg,1.99,2
"Mud Pies and Other Recipes","Marjorie Winslow",9780802774,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/571090-L.jpg,1.99,1
"Un chemin de tables","Maylis de Kerangal",9782363603,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/14006833-L.jpg,4.99,1
"The Audacity of Hops","Tom Acitelli",9781613743,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/7866157-L.jpg,4.99,2
"Kitchen Primer","Craig Claiborne",0517189895,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/320611-L.jpg,4.99,14
"Hospitality marketing management","Robert D. Reid",9780442278,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/4142284-L.jpg,4.99,13
"Indian Cooking (Cookery Classics)","Savitri Chowdhary",0233955224,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/2338583-L.jpg,3.99,3
"Stuffed","Patricia Volk",0375411062,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/487873-L.jpg,2.99,1
"The encyclopedia of country living","Carla Emery",9781570618,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/703603-L.jpg,1.99,3
"The Curry Secret","Kris Dhillon",0716020548,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/455362-L.jpg,1.99,5
"The Little House Cookbook","Barbara M. Walker",0060264187,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/4940236-L.jpg,2.99,2
"My First Cookbook","Angela Wilkes",0863183565,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/11683510-L.jpg,1.99,3
"Cherry the Cake Fairy","Daisy Meadows",9780545259,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/10084425-L.jpg,4.99,2
"Experimental Foods Laboratory Manual","Margaret McWilliams",0130394831,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/1103054-L.jpg,4.99,1
"The maple sugar book","Helen Nearing",0805234004,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/2093051-L.jpg,2.99,2
"Illustrated guide to food preparation","Margaret McWilliams",0916434125,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/3755476-L.jpg,1.99,3
"Catering to Nobody","Diane Mott Davidson",1574902040,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/373238-L.jpg,2.99,7
"The Best Chef in Second Grade","Katharine Kenah",9780060535,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/14858883-L.jpg,4.99,1
"Campbell's creative cooking with soup","Campbells",0881762024,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/9854411-L.jpg,3.99,4
"Month of Meals","American Diabetes Association",1580400795,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/839772-L.jpg,2.99,1
"The professional chef's art of garde manger","Frederic H. Sonnenschmidt",0442011539,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/7161357-L.jpg,7.99,3
"The Heretic's Feast","Colin Spencer",0874517605,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/665870-L.jpg,1.99,3
"Eater's choice","Ron Goor",0395500826,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/6494724-L.jpg,2.99,1
"Fundamentals of menu planning","Paul J. McVety",0471369470,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/2423579-L.jpg,2.99,1
"Children's Cookbook (Farmyard Tales)","Fiona Watt",0746047452,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/1389390-L.jpg,1.99,6
"The Low-Carb Baking and Dessert Cookbook","Ursula Solom",0471678325,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/306267-L.jpg,9.99,2
"Five quarters of the orange","Joanne Harris",0060958022,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/23376-L.jpg,9.99,5
"Grains","Lola M. Schaefer",9780431015,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/5166308-L.jpg,7.99,3
"The Maker's Diet","Jordan Rubin",1591856213,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/273238-L.jpg,2.99,15
"Art of the Event","James C. Monroe",0471426865,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/1246700-L.jpg,2.99,1
"The Way Life Should Be","Christina Baker Kline",9780061260,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/11486958-L.jpg,2.99,1
"The first American cookbook","Amelia Simmons",0486247104,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/309962-L.jpg,9.99,3
"Spice","Jack Turner",0375407219,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/2000-L.jpg,2.99,1
"The Bear's Bazaar","Michelle Cartlidge",0688419224,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/8485316-L.jpg,1.99,6
"The kitchen","Bobbie Kalman",0865054843,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/655504-L.jpg,5.99,2
"New classic family dinners","Mark Peel",9780470382,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/9649409-L.jpg,5.99,7
"Simple pleasures","Taylor, Robert",1573240753,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/824496-L.jpg,3.99,3
"Franklin and the Cookies","Sharon Jennings",9788371675,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/1315746-L.jpg,5.99,3
"Beat This! Cookbook","Ann Hodgman",9780547437,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/258014-L.jpg,1.99,3
"Food selection and preparation","Frank D. Conforti",0813827140,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/1542187-L.jpg,4.99,2
"The dictionary of beer and brewing","Dan Rabin",1579580785,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/1679016-L.jpg,4.99,1
"Rolling Nowhere","Ted Conover",0670603198,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/4233027-L.jpg,5.99,5
"Dr. Dean Ornish's program for reversing heart disease","Dean Ornish",0345373537,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/576719-L.jpg,1.99,2
"The Science of Cooking","Joseph J. Provost",9781119210,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/10077844-L.jpg,5.99,3
"Wine and Identity","Matt Harvey",9780415814,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/12729576-L.jpg,4.99,3
"Gluten-free cooking for dummies","Danna Korn",9781118396,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/10336907-L.jpg,4.99,3
"Eat well for less","Jo Scarratt-Jones",9781785942,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/12911512-L.jpg,4.99,3
"The African Cookbook","Bea Sandler",9780529008,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/585179-L.jpg,2.99,1
"Fragrance and flavour","Rosemary Hemphill",0207943095,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/2982507-L.jpg,2.99,3
"The Constance Spry cookery book","Spry, Constance",9781908117,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/11609429-L.jpg,9.99,1
"Starting with ingredients","Aliza Green",0762427477,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/513856-L.jpg,4.99,4
"The simple art of perfect baking","Flo Braker",0963159135,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/601031-L.jpg,3.99,1
"I Like You","Amy Sedaris",9780446578,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/286589-L.jpg,9.99,3
"Sweet Revenge (Goldy Culinary Mystery, Book 14)","Diane Mott Davidson",9780061367,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/4940561-L.jpg,2.99,11
"Ottolenghi the cookbook","Yotam Ottolenghi",9780449015,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/12671587-L.jpg,2.99,7
"Real food for healthy kids","Tracy Seaman",0060857919,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/11703860-L.jpg,5.99,6
"Cooking in a bedsitter","Katharine Whitehorn",0140460861,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/104477-L.jpg,7.99,2
"Herbs for the Kitchen","Irma Goodrich Mazza",0417032609,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/7024577-L.jpg,1.99,2
"Bitter harvest","Ann Cooper",0415922275,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/268878-L.jpg,2.99,7
"Girls dinner club","Jessie Elliot",0060595418,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/8329644-L.jpg,1.99,1
"All Manner of Food","Michael Field",0880010134,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/9421026-L.jpg,3.99,1
"Betty Crocker Cookbook","Betty Crocker",0764568779,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/522191-L.jpg,3.99,6
"The food life","Jenkins, Stephen",9780061231,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/9658376-L.jpg,5.99,1
"Eating expectantly","Bridget Swinney",0091882931,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/3851182-L.jpg,9.99,3
"Sammy Spider's First Taste of Hanukkah","Sylvia A. Rouss",9781467752,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/10580983-L.jpg,5.99,3
